age,gender,state,income,occupation,category,rural,student,disability,scheme_category
57,Male,Karnataka,359200.0,Student,SC,Yes,Yes,No,Education & Scholarships
39,Male,Kerala,550400.0,Daily Wage Worker,General,No,No,No,Rural & Urban Livelihood Support
46,Female,Karnataka,87400.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
25,Female,Rajasthan,63500.0,Artisan,SC,No,No,No,Women & Child Development
28,Male,Uttar Pradesh,149100.0,Daily Wage Worker,EWS,Yes,No,Yes,Social Welfare & Disability Support
58,Female,Rajasthan,247800.0,Salaried,OBC,No,No,No,Women & Child Development
54,Male,Gujarat,76400.0,Unemployed,General,Yes,No,No,Rural & Urban Livelihood Support
31,Male,Bihar,30700.0,Artisan,OBC,No,No,No,Skill Development & Entrepreneurship
47,Male,Bihar,105600.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
52,Male,Gujarat,654500.0,Farmer,General,No,No,No,Agriculture & Farmer Welfare
38,Male,Gujarat,243700.0,Farmer,SC,No,No,No,Agriculture & Farmer Welfare
54,Female,Rajasthan,122300.0,Student,General,No,Yes,No,Senior Citizen Pension & Healthcare
22,Female,Bihar,68500.0,Salaried,SC,Yes,No,No,Women & Child Development
36,Female,Bihar,109200.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
31,Male,West Bengal,63500.0,Student,General,No,Yes,No,Education & Scholarships
43,Female,Bihar,50200.0,Farmer,ST,Yes,No,No,Agriculture & Farmer Welfare
21,Female,Gujarat,457000.0,Self-Employed,OBC,Yes,Yes,No,Education & Scholarships
42,Male,Tamil Nadu,1119600.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
62,Male,Kerala,62300.0,Student,General,Yes,Yes,No,Education & Scholarships
59,Male,Uttar Pradesh,40100.0,Salaried,SC,Yes,No,No,Rural & Urban Livelihood Support
42,Female,Gujarat,102000.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
35,Female,Bihar,141500.0,Student,General,Yes,Yes,No,Education & Scholarships
57,Female,Maharashtra,71300.0,Student,SC,Yes,Yes,No,Education & Scholarships
25,Female,Rajasthan,94600.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
56,Female,Rajasthan,70400.0,Student,SC,Yes,Yes,No,Education & Scholarships
57,Female,Kerala,297900.0,Student,OBC,No,Yes,No,Education & Scholarships
31,Male,Gujarat,254400.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
49,Female,Kerala,211400.0,Self-Employed,General,No,No,No,Women & Child Development
68,Male,Tamil Nadu,118200.0,Student,SC,Yes,Yes,No,Education & Scholarships
55,Male,Madhya Pradesh,461500.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
50,Female,Karnataka,658400.0,Artisan,SC,Yes,No,No,Women & Child Development
40,Male,Maharashtra,64300.0,Student,OBC,Yes,Yes,No,Education & Scholarships
32,Female,Karnataka,75400.0,Self-Employed,OBC,No,No,No,Women & Child Development
50,Female,Madhya Pradesh,164200.0,Student,OBC,Yes,Yes,No,Education & Scholarships
42,Male,Maharashtra,47200.0,Student,ST,No,Yes,No,Education & Scholarships
34,Female,Karnataka,133200.0,Self-Employed,ST,No,No,Yes,Social Welfare & Disability Support
50,Transgender,Maharashtra,186900.0,Farmer,EWS,Yes,No,No,Agriculture & Farmer Welfare
64,Female,Kerala,162900.0,Student,OBC,Yes,Yes,No,Education & Scholarships
72,Male,Uttar Pradesh,102300.0,Artisan,General,Yes,No,No,Senior Citizen Pension & Healthcare
19,Female,West Bengal,170700.0,Salaried,General,No,No,Yes,Social Welfare & Disability Support
31,Female,Maharashtra,604100.0,Daily Wage Worker,SC,No,No,No,Women & Child Development
70,Female,Madhya Pradesh,71500.0,Unemployed,General,No,No,No,Senior Citizen Pension & Healthcare
57,Male,Kerala,221500.0,Unemployed,SC,Yes,No,No,Rural & Urban Livelihood Support
57,Male,West Bengal,38000.0,Salaried,OBC,No,No,No,Rural & Urban Livelihood Support
68,Male,Kerala,42400.0,Daily Wage Worker,OBC,No,No,No,Senior Citizen Pension & Healthcare
56,Female,Tamil Nadu,174500.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
68,Male,Bihar,50000.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
23,Male,Rajasthan,34100.0,Farmer,OBC,Yes,Yes,No,Education & Scholarships
23,Male,Tamil Nadu,63900.0,Daily Wage Worker,OBC,Yes,No,No,Rural & Urban Livelihood Support
20,Male,Madhya Pradesh,179800.0,Salaried,OBC,No,Yes,No,Education & Scholarships
24,Male,Gujarat,248700.0,Artisan,General,Yes,No,No,Skill Development & Entrepreneurship
68,Male,Gujarat,70700.0,Daily Wage Worker,ST,Yes,No,No,Senior Citizen Pension & Healthcare
25,Female,Rajasthan,228600.0,Artisan,SC,Yes,No,No,Women & Child Development
59,Male,Kerala,66300.0,Artisan,OBC,Yes,No,No,Skill Development & Entrepreneurship
69,Male,Uttar Pradesh,201100.0,Artisan,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
32,Female,Madhya Pradesh,125600.0,Self-Employed,OBC,No,No,No,Women & Child Development
64,Female,Rajasthan,220900.0,Farmer,EWS,Yes,No,No,Senior Citizen Pension & Healthcare
46,Female,West Bengal,985600.0,Daily Wage Worker,General,Yes,No,No,Women & Child Development
50,Male,West Bengal,530000.0,Unemployed,OBC,Yes,No,No,Rural & Urban Livelihood Support
69,Male,Gujarat,30800.0,Salaried,ST,Yes,No,No,Senior Citizen Pension & Healthcare
47,Female,Bihar,420000.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
56,Male,Kerala,42400.0,Salaried,ST,Yes,No,No,Rural & Urban Livelihood Support
44,Male,Gujarat,580500.0,Farmer,OBC,Yes,No,Yes,Agriculture & Farmer Welfare
53,Female,Uttar Pradesh,89600.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
46,Male,Rajasthan,116600.0,Daily Wage Worker,General,Yes,No,No,Rural & Urban Livelihood Support
55,Transgender,Maharashtra,47300.0,Farmer,ST,Yes,No,No,Agriculture & Farmer Welfare
74,Male,Uttar Pradesh,51400.0,Student,ST,No,Yes,No,Education & Scholarships
50,Male,Maharashtra,263500.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
54,Transgender,Kerala,549900.0,Daily Wage Worker,OBC,No,No,No,Rural & Urban Livelihood Support
44,Male,Rajasthan,199800.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
72,Female,West Bengal,256500.0,Self-Employed,EWS,Yes,No,No,Senior Citizen Pension & Healthcare
50,Male,West Bengal,288400.0,Daily Wage Worker,General,No,No,No,Rural & Urban Livelihood Support
21,Male,Tamil Nadu,84900.0,Daily Wage Worker,SC,Yes,No,No,Rural & Urban Livelihood Support
39,Male,West Bengal,38300.0,Salaried,General,Yes,No,No,Rural & Urban Livelihood Support
19,Female,Madhya Pradesh,30300.0,Artisan,General,Yes,No,No,Women & Child Development
27,Male,Tamil Nadu,107700.0,Student,General,No,Yes,No,Education & Scholarships
22,Female,Tamil Nadu,79700.0,Farmer,SC,Yes,Yes,No,Education & Scholarships
27,Male,West Bengal,41600.0,Artisan,ST,Yes,No,No,Skill Development & Entrepreneurship
50,Female,Gujarat,65600.0,Daily Wage Worker,General,Yes,No,No,Women & Child Development
71,Female,Bihar,53900.0,Student,General,No,Yes,No,Education & Scholarships
55,Female,Bihar,473500.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
30,Female,Madhya Pradesh,57200.0,Daily Wage Worker,OBC,Yes,No,No,Women & Child Development
48,Male,Karnataka,168900.0,Daily Wage Worker,ST,Yes,No,No,Rural & Urban Livelihood Support
64,Male,Gujarat,191900.0,Daily Wage Worker,OBC,No,No,No,Senior Citizen Pension & Healthcare
53,Male,Karnataka,171100.0,Unemployed,SC,Yes,No,No,Rural & Urban Livelihood Support
62,Female,Maharashtra,48800.0,Unemployed,SC,Yes,No,No,Senior Citizen Pension & Healthcare
41,Female,Gujarat,99100.0,Daily Wage Worker,SC,No,No,No,Women & Child Development
69,Male,Rajasthan,39500.0,Artisan,ST,Yes,No,No,Senior Citizen Pension & Healthcare
73,Male,Karnataka,120700.0,Salaried,General,Yes,No,No,Senior Citizen Pension & Healthcare
32,Female,Madhya Pradesh,67600.0,Self-Employed,ST,No,No,No,Women & Child Development
46,Male,Madhya Pradesh,178400.0,Farmer,OBC,No,No,Yes,Social Welfare & Disability Support
25,Female,Gujarat,242500.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
22,Male,Tamil Nadu,166700.0,Daily Wage Worker,SC,Yes,No,No,Rural & Urban Livelihood Support
46,Male,Rajasthan,132500.0,Salaried,OBC,Yes,No,No,Rural & Urban Livelihood Support
64,Female,Kerala,118200.0,Student,SC,No,Yes,Yes,Social Welfare & Disability Support
21,Female,Rajasthan,361800.0,Student,SC,No,Yes,Yes,Social Welfare & Disability Support
29,Male,Madhya Pradesh,74600.0,Salaried,SC,Yes,No,No,Rural & Urban Livelihood Support
62,Female,Maharashtra,268500.0,Salaried,OBC,No,No,No,Senior Citizen Pension & Healthcare
19,Female,Karnataka,285000.0,Farmer,SC,No,No,Yes,Social Welfare & Disability Support
44,Male,Karnataka,127800.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
48,Female,Maharashtra,93500.0,Daily Wage Worker,SC,Yes,No,No,Women & Child Development
68,Female,Uttar Pradesh,144500.0,Farmer,General,Yes,No,No,Senior Citizen Pension & Healthcare
68,Male,Gujarat,47600.0,Unemployed,General,Yes,No,No,Senior Citizen Pension & Healthcare
53,Male,Madhya Pradesh,38500.0,Student,General,No,Yes,No,Education & Scholarships
53,Male,Bihar,51300.0,Student,OBC,No,Yes,No,Education & Scholarships
43,Male,West Bengal,67300.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
60,Male,Maharashtra,156300.0,Farmer,OBC,Yes,No,Yes,Social Welfare & Disability Support
44,Male,Maharashtra,370400.0,Student,General,Yes,Yes,No,Education & Scholarships
22,Female,Rajasthan,78400.0,Student,ST,No,Yes,No,Education & Scholarships
37,Male,Gujarat,522500.0,Daily Wage Worker,OBC,Yes,No,No,Rural & Urban Livelihood Support
28,Transgender,Gujarat,587800.0,Student,OBC,Yes,Yes,No,Education & Scholarships
27,Female,Bihar,604500.0,Salaried,General,Yes,No,No,Women & Child Development
57,Female,West Bengal,357100.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
55,Female,Gujarat,111400.0,Daily Wage Worker,OBC,Yes,No,No,Women & Child Development
23,Female,Tamil Nadu,43600.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
25,Female,Madhya Pradesh,181400.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
40,Male,Tamil Nadu,177200.0,Self-Employed,General,Yes,No,No,Skill Development & Entrepreneurship
64,Male,Uttar Pradesh,371500.0,Self-Employed,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
43,Female,Madhya Pradesh,1023500.0,Daily Wage Worker,OBC,Yes,No,No,Women & Child Development
63,Female,Kerala,157700.0,Daily Wage Worker,SC,Yes,No,No,Senior Citizen Pension & Healthcare
60,Female,Madhya Pradesh,106200.0,Daily Wage Worker,General,Yes,No,No,Senior Citizen Pension & Healthcare
29,Male,Madhya Pradesh,67000.0,Artisan,OBC,No,No,No,Skill Development & Entrepreneurship
43,Female,Bihar,30900.0,Salaried,General,Yes,No,No,Women & Child Development
30,Female,Tamil Nadu,158100.0,Self-Employed,General,Yes,No,No,Women & Child Development
57,Female,West Bengal,176000.0,Salaried,ST,Yes,No,No,Women & Child Development
35,Female,Rajasthan,343700.0,Unemployed,OBC,No,No,No,Women & Child Development
42,Female,Bihar,156400.0,Student,SC,Yes,Yes,No,Education & Scholarships
50,Male,Madhya Pradesh,476900.0,Farmer,SC,No,No,No,Agriculture & Farmer Welfare
64,Male,Rajasthan,208000.0,Self-Employed,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
57,Male,Karnataka,360200.0,Daily Wage Worker,ST,Yes,No,No,Rural & Urban Livelihood Support
60,Female,Rajasthan,58900.0,Self-Employed,General,Yes,No,No,Senior Citizen Pension & Healthcare
29,Male,Maharashtra,378000.0,Unemployed,SC,No,No,No,Rural & Urban Livelihood Support
61,Male,Bihar,232400.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
53,Female,Bihar,63600.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
65,Male,Maharashtra,67900.0,Student,General,Yes,Yes,No,Education & Scholarships
21,Female,Karnataka,499900.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
22,Male,Gujarat,35900.0,Daily Wage Worker,General,Yes,Yes,No,Education & Scholarships
73,Female,Gujarat,141800.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
54,Transgender,Gujarat,97700.0,Self-Employed,General,Yes,No,No,Skill Development & Entrepreneurship
25,Female,Gujarat,226900.0,Student,General,Yes,Yes,No,Education & Scholarships
59,Male,Tamil Nadu,359400.0,Student,OBC,Yes,Yes,No,Education & Scholarships
66,Male,Maharashtra,110400.0,Daily Wage Worker,General,Yes,No,No,Senior Citizen Pension & Healthcare
45,Male,Karnataka,130200.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
48,Female,Madhya Pradesh,752300.0,Daily Wage Worker,OBC,Yes,No,No,Women & Child Development
75,Male,Uttar Pradesh,305800.0,Unemployed,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
26,Male,Bihar,439500.0,Unemployed,OBC,Yes,No,No,Rural & Urban Livelihood Support
71,Female,Rajasthan,134000.0,Student,OBC,Yes,Yes,Yes,Social Welfare & Disability Support
68,Female,Gujarat,78000.0,Artisan,ST,Yes,No,No,Senior Citizen Pension & Healthcare
46,Male,Rajasthan,125500.0,Daily Wage Worker,General,Yes,No,No,Rural & Urban Livelihood Support
31,Male,Uttar Pradesh,256600.0,Daily Wage Worker,OBC,No,No,No,Rural & Urban Livelihood Support
57,Female,Bihar,50900.0,Unemployed,OBC,Yes,No,No,Women & Child Development
58,Female,Kerala,86800.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
39,Female,West Bengal,38600.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
28,Male,Karnataka,131900.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
40,Male,Tamil Nadu,346300.0,Daily Wage Worker,General,Yes,No,No,Rural & Urban Livelihood Support
18,Male,Rajasthan,34500.0,Farmer,OBC,Yes,Yes,No,Education & Scholarships
63,Male,Gujarat,232500.0,Student,SC,No,Yes,No,Education & Scholarships
54,Female,Maharashtra,515200.0,Daily Wage Worker,OBC,Yes,No,No,Women & Child Development
38,Female,Rajasthan,78700.0,Farmer,General,No,No,No,Agriculture & Farmer Welfare
43,Female,Bihar,242900.0,Student,SC,Yes,Yes,No,Education & Scholarships
63,Female,Kerala,694700.0,Student,General,No,Yes,No,Education & Scholarships
53,Male,Karnataka,620000.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
71,Male,Maharashtra,78200.0,Self-Employed,SC,No,No,No,Senior Citizen Pension & Healthcare
40,Female,West Bengal,49000.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
74,Female,Bihar,58900.0,Student,General,Yes,Yes,No,Education & Scholarships
18,Male,Kerala,247900.0,Student,EWS,Yes,Yes,No,Education & Scholarships
71,Male,Maharashtra,262900.0,Farmer,SC,No,No,No,Senior Citizen Pension & Healthcare
72,Female,West Bengal,231900.0,Self-Employed,ST,No,No,No,Senior Citizen Pension & Healthcare
68,Male,Rajasthan,103700.0,Student,OBC,Yes,Yes,No,Education & Scholarships
57,Male,Bihar,63500.0,Self-Employed,General,No,No,Yes,Social Welfare & Disability Support
32,Female,Madhya Pradesh,186500.0,Student,ST,Yes,Yes,No,Education & Scholarships
38,Male,West Bengal,149000.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
64,Female,Kerala,264900.0,Student,EWS,Yes,Yes,No,Education & Scholarships
26,Male,Madhya Pradesh,134800.0,Student,OBC,No,Yes,No,Education & Scholarships
70,Transgender,Madhya Pradesh,104400.0,Daily Wage Worker,ST,Yes,No,No,Senior Citizen Pension & Healthcare
26,Male,Tamil Nadu,92500.0,Artisan,General,Yes,No,No,Skill Development & Entrepreneurship
27,Male,Kerala,72800.0,Unemployed,OBC,Yes,No,No,Rural & Urban Livelihood Support
69,Female,Madhya Pradesh,85600.0,Student,ST,Yes,Yes,No,Education & Scholarships
74,Male,Rajasthan,47900.0,Student,OBC,Yes,Yes,No,Education & Scholarships
70,Male,Bihar,106700.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
43,Male,Bihar,36700.0,Daily Wage Worker,OBC,Yes,No,No,Rural & Urban Livelihood Support
58,Male,Rajasthan,67100.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
52,Male,Tamil Nadu,277200.0,Artisan,EWS,Yes,No,No,Skill Development & Entrepreneurship
69,Male,Karnataka,100900.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
42,Female,Tamil Nadu,228600.0,Student,General,No,Yes,No,Education & Scholarships
43,Male,Bihar,257100.0,Salaried,OBC,Yes,No,No,Rural & Urban Livelihood Support
28,Male,Karnataka,186700.0,Self-Employed,SC,No,No,No,Skill Development & Entrepreneurship
55,Male,Tamil Nadu,603600.0,Unemployed,OBC,Yes,No,No,Rural & Urban Livelihood Support
19,Male,Madhya Pradesh,33900.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
24,Female,Karnataka,271500.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
35,Female,Bihar,604000.0,Student,General,No,Yes,No,Education & Scholarships
44,Male,Rajasthan,386800.0,Self-Employed,ST,No,No,No,Skill Development & Entrepreneurship
51,Male,Gujarat,63100.0,Student,General,Yes,Yes,No,Education & Scholarships
44,Female,Madhya Pradesh,101200.0,Artisan,OBC,Yes,No,No,Women & Child Development
34,Male,Madhya Pradesh,64100.0,Self-Employed,General,No,No,Yes,Social Welfare & Disability Support
60,Female,Gujarat,195500.0,Unemployed,SC,Yes,No,No,Senior Citizen Pension & Healthcare
61,Male,West Bengal,254200.0,Daily Wage Worker,OBC,No,No,No,Senior Citizen Pension & Healthcare
68,Female,Uttar Pradesh,98600.0,Daily Wage Worker,OBC,Yes,No,Yes,Social Welfare & Disability Support
71,Female,Maharashtra,169600.0,Student,OBC,No,Yes,No,Education & Scholarships
41,Female,Kerala,241300.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
42,Female,Tamil Nadu,128500.0,Student,General,Yes,Yes,No,Education & Scholarships
24,Male,Uttar Pradesh,376400.0,Daily Wage Worker,General,No,No,No,Rural & Urban Livelihood Support
69,Female,Tamil Nadu,295800.0,Salaried,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
23,Female,Uttar Pradesh,42000.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
70,Male,Karnataka,204700.0,Student,EWS,Yes,Yes,No,Education & Scholarships
41,Male,Rajasthan,78300.0,Artisan,OBC,Yes,No,Yes,Social Welfare & Disability Support
50,Female,Kerala,176800.0,Unemployed,ST,Yes,No,Yes,Social Welfare & Disability Support
66,Transgender,Kerala,595900.0,Self-Employed,General,No,No,No,Senior Citizen Pension & Healthcare
46,Female,Tamil Nadu,410200.0,Student,OBC,No,Yes,No,Education & Scholarships
60,Male,Gujarat,123300.0,Salaried,General,Yes,No,No,Senior Citizen Pension & Healthcare
39,Male,Karnataka,92000.0,Unemployed,EWS,No,No,No,Rural & Urban Livelihood Support
43,Female,West Bengal,78100.0,Student,General,Yes,Yes,No,Education & Scholarships
45,Female,Kerala,166900.0,Salaried,ST,Yes,No,No,Women & Child Development
67,Female,Maharashtra,51800.0,Artisan,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
38,Female,Tamil Nadu,173400.0,Farmer,General,No,No,No,Agriculture & Farmer Welfare
66,Male,Madhya Pradesh,30200.0,Artisan,ST,No,No,No,Senior Citizen Pension & Healthcare
24,Female,Maharashtra,100400.0,Unemployed,ST,Yes,No,No,Women & Child Development
34,Female,Bihar,74700.0,Self-Employed,General,Yes,No,No,Women & Child Development
37,Female,Tamil Nadu,668600.0,Student,General,Yes,Yes,No,Education & Scholarships
58,Female,Tamil Nadu,263900.0,Salaried,OBC,Yes,No,No,Women & Child Development
66,Male,Madhya Pradesh,107400.0,Student,OBC,Yes,Yes,No,Education & Scholarships
37,Female,Karnataka,47500.0,Daily Wage Worker,OBC,Yes,No,No,Women & Child Development
71,Male,Madhya Pradesh,160900.0,Self-Employed,OBC,No,No,No,Senior Citizen Pension & Healthcare
39,Female,Kerala,73200.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
45,Female,Rajasthan,168400.0,Student,OBC,Yes,Yes,No,Education & Scholarships
57,Male,Tamil Nadu,354700.0,Unemployed,EWS,Yes,No,No,Rural & Urban Livelihood Support
66,Female,Bihar,202200.0,Artisan,SC,No,No,No,Senior Citizen Pension & Healthcare
24,Male,Gujarat,210800.0,Self-Employed,General,No,No,No,Skill Development & Entrepreneurship
18,Male,Tamil Nadu,170200.0,Self-Employed,EWS,Yes,No,No,Skill Development & Entrepreneurship
49,Female,Madhya Pradesh,501800.0,Daily Wage Worker,OBC,Yes,No,No,Women & Child Development
30,Female,Uttar Pradesh,513600.0,Artisan,General,No,No,No,Skill Development & Entrepreneurship
47,Female,Tamil Nadu,159400.0,Farmer,General,No,No,No,Agriculture & Farmer Welfare
40,Female,Tamil Nadu,95700.0,Farmer,OBC,Yes,No,Yes,Social Welfare & Disability Support
68,Female,Bihar,140800.0,Unemployed,SC,Yes,No,No,Senior Citizen Pension & Healthcare
73,Female,Bihar,67200.0,Artisan,OBC,Yes,No,No,Skill Development & Entrepreneurship
